Wavelength,energyDensity
80.1282,
80.1781,
80.2201,200
80.2253,160
80.3129,
,
80.427,90
80.4738,
80.4779,
80.4848,70
80.5295,70
,
80.5741,
80.5765,
80.5805,80
80.6211,
80.8291,
,
80.9313,
80.9313,
80.9408,
80.9747,
80.9821,
,
80.9821,
81.0298,
81.0665,
81.0712,
81.1051,
,
81.1122,
81.1497,
81.1675,
81.1706,
81.2094,
,
81.2159,
81.5871,
81.672,
81.6772,
81.6862,
,
81.7024,
81.7638,
81.7777,
81.7829,
81.8237,
,
81.8796,
81.8944,
81.8949,
82.1153,
82.2625,
,
82.431,
82.431,
82.4421,
82.4421,
82.4872,
,
82.4899,
82.5069,
82.5096,
82.5238,
82.5238,
,
82.5238,
82.6741,
82.6741,
83.0506,
83.1075,
,
83.1105,
83.2432,
83.27583,100
83.2929,600
83.33303,150
,
83.3715,
83.3749,780
83.44654,200
83.5059,
83.5092,600
,
83.5289,800
83.696,
83.696,
83.696,
83.724,
,
83.724,
83.7871,
83.7871,
83.9505,
83.9505,
,
83.9827,
83.9827,
84.0372,
84.076,
84.0846,
,
84.1787,
84.1999,
84.2446,
84.2474,
84.3589,
,
84.3589,
84.433,
84.4495,
84.4762,
84.584,
,
84.5984,
84.7065,
84.9451,
84.948,
85.0679,
,
85.5375,
85.5375,
85.5456,
85.5456,
85.9159,
,
85.9312,
85.9349,
85.9586,
86.1563,
86.8034,
,
86.9158,
86.9943,
87.0564,
87.0564,
87.1092,
,
87.1555,
87.1555,
87.1555,
87.2415,
87.2925,
,
87.3133,
87.3644,
87.463,
87.466,
87.5649,
,
87.7798,
87.7879,40
87.7979,
87.8056,
87.8201,
,
87.8247,
87.8618,
87.8972,
87.9019,
87.91,
,
87.9299,
87.9376,
87.9551,
88.0058,
88.0643,
,
88.2041,
88.2889,
88.4561,
88.4561,
88.4806,
,
88.5159,
88.53,
88.53,
88.5818,
88.6313,
,
89.248,
89.3669,
89.8957,
90.0561,
90.1218,
,
90.2255,
90.2638,
90.3298,
90.9974,*
90.9974,*
,
91.0041,*
92.0898,
92.1296,130
92.1365,160
92.159,
,
92.1879,
92.2008,80
92.2073,
92.2457,
92.3367,200
,
92.3436,130
92.495,
92.495,
92.495,
92.6306,
,
92.6306,
92.6896,
92.8309,
92.8763,
92.8908,
,
92.9517,
92.9517,
92.9517,
93.0086,
93.0211,
,
93.0257,
93.0886,
93.0886,
93.1482,
93.1628,
,
93.1995,
93.2225,
93.5193,90
93.6629,
93.6629,
,
93.6629,
93.7456,
93.7841,
93.802,
93.802,
,
93.8473,
93.8625,
93.9235,
93.9261,
93.9841,
,
94.0282,
94.8686,40*
94.8686,40*
94.8686,40*
95.0112,
,
95.0112,
95.0716,
95.0733,
95.0885,
95.2318,
,
95.258,
95.2941,
95.3031,
95.3031,
95.3934,
,
95.6846,
95.7029,
95.7029,
95.7029,
95.7213,
,
95.7213,
95.9049,
96.754,
96.767,
96.8765,
,
96.9372,
96.9468,
96.9535,
97.0485,
97.1326,
,
97.1737,90*
97.1738,90*
97.1738,90*
97.1888,
97.2911,
,
97.3234,
97.3234,
97.3428,
97.3885,
97.407,
,
97.4252,
97.5574,
97.6448,40
97.7959,
97.8617,
,
98.2094,
98.3696,
98.6221,
98.6266,
98.6744,
,
98.7411,
98.7495,
98.8163,
98.8523,
98.8573,
,
98.8578,
98.8627,
98.8655,
98.8708,
98.8773,160
,
98.9267,
98.9272,
98.9277,
98.9684,
99.0127,
,
99.0127,
99.0204,40
99.0379,
99.0389,
99.0801,
,
99.1187,
99.1394,
99.1885,
99.2408,
99.2666,
,
99.2729,
99.2917,
99.3062,
99.3096,
99.3638,
,
99.3827,
99.4148,
99.4255,
99.4265,
99.4396,
,
99.4797,
99.5163,
99.5169,
99.523,
99.6811,
,
99.903,
99.9318,
99.9458,
99.9497,
100.2155,
,
100.2204,
100.2487,
100.7762,
100.7831,
100.7875,
,
100.8105,
100.832,
100.8383,
100.842,
100.849,
,
100.8966,
101.0491,
101.0501,
101.0529,
101.1588,
,
101.222,
101.235,
101.2692,
101.3009,
101.3145,
,
101.3322,
101.3857,
101.4175,
101.423,
101.438,
,
101.48,
101.4899,
101.494,
101.5436,
101.6849,
,
101.8261,
101.9874,
102.0549,
102.078,
102.1295,
,
102.5762,250*
102.5763,250*
102.5763,250*
102.7431,90*
102.7431,90*
,
102.8157,
103.1372,
103.1493,
103.1912,
103.3023,
,
103.3069,
103.3123,
103.3373,
103.3481,
103.3489,
,
103.3643,
103.3693,
103.3815,
103.3948,
103.4449,
,
103.468,
103.4704,
103.4977,
103.518,
103.587,
,
103.639,
103.709,
103.7613,
103.923,160
104.032,
,
104.0943,60
104.1688,
104.252,
104.276,
104.5364,
,
104.6313,
104.759,
104.9439,
105.0047,
105.0358,
,
105.0505,
105.0982,
105.1592,
105.48,
105.5468,
,
105.6433,
105.6514,
105.6569,
105.755,
105.798,
,
105.8141,
105.8674,
105.8868,
105.9005,
105.9006,
,
105.907,
105.9781,
105.9929,
105.9947,
106.036,
,
106.063,
106.0759,
106.096,
106.1229,
106.178,
,
106.1952,
106.2101,
106.2133,
106.2271,
106.2481,
,
106.263,
106.286,
106.3209,
106.7768,
106.7832,
,
106.7958,
107.311,
107.35,
107.494,
107.4961,8
,
107.557,
107.606,
107.646,
107.723,
107.9056,
,
107.9384,
108.088,
108.097,
108.097,
108.1024,
,
108.1522,
