Wavelength,energyDensity
735.5373,4
736.1645,3
,
736.3054,2
736.4939,3
736.7678,5
736.9029,1
737.4996,3
,
738.0307,
738.1168,1
738.3758,2
738.7315,3
740.7333,3
,
740.7824,2
743.8151,2
747.8897,
748.6345,
752.7065,4
,
752.7622,
753.0611,10
755.4787,3
755.5116,
756.5529,3
,
759.3301,
759.8285,4
759.9198,4
760.2812,5
762.7454,4
,
762.8542,4
764.8583,4
764.9508,4
765.6779,
767.697,4
,
789.4614,5
789.8456,6
801.316,8
801.712,
822.927,
,
828.83,
830.919,
834.27,
837.5844,8
838.177,
,
840.3379,7
841.588,
861.3303,7
868.6103,8
868.714,6
,
869.8786,5
870.705,7
870.8528,5
876.2028,6
876.6509,5
,
878.4262,5
878.8842,5
881.966,m?
884.7528,5
885.7043,4
,
886.1958,5
886.451,
886.487,
888.6315,5
899.762,5
,
899.7871,4
900.538,
900.575,
905.026,4
907.83,5
,
910.495,12
911.108,5*
911.113,5*
919.97,5
920.417,
,
923.623,8
923.864,5
928.012,
928.051,
930.655,4
,
931.713,6
938.908,
939.137,
941.772,4
942.148,6
,
943.483,
945.789,9
947.705,
949.078,5
954.487,
,
955.376,9*
955.38,9*
955.647,7
959.456,10
961.18,9
,
964.84,7
975.853,9
980.46,7
980.644,6
980.676,6
,
982.055,
985.004,
989.112,7
989.422,4
989.554,4
,
990.131,8*
990.131,8*
990.131,8*
990.339,
990.345,10
,
990.706,
992.994,12*
992.999,12*
993.355,4
993.627,
,
993.646,4
993.794,6*
993.794,6*
993.794,6*
995.081,5
,
995.686,5
995.946,11
996.263,12
998.243,14
998.246,
,
998.854,13
998.972,10
999.008,13bl*
999.028,13bl*
999.047,
,
999.148,12
1 000.887,14
1 001.087,13
1 001.243,
1 003.288,4
,
1 005.659,4
1 005.989,4
1 007.382,10
1 007.791,11
1 007.803,
,
1 009.729,4
1 009.858,11
1 010.119,11
1 010.181,3
1 010.236,
,
1 010.604,4
1 010.758,10*
1 010.767,10*
1 010.767,10*
1 011.037,13
,
1 011.409,4
1 011.683,4
1 011.769,11
1 011.898,4
1 016.759,4
,
1 026.764,4
1 027.181,5
1 032.772,3
1 044.220,3
1 044.499,3
,
1 064.137,
1 066.484,
1 069.640,
1 072.011,
1 076.327,
,
1 082.050,
1 086.448,
1 101.540,
1 111.989,7
1 133.065,
,
1 133.333,
1 133.481,
1 136.232,10
1 155.484,
1 155.548,
,
1 155.762,
1 166.308,m
1 221.370,
1 234.779,
1 237.662,
,
1 249.978,
1 264.027,
1 264.075,
1 264.460,
1 267.505,
,
1 276.353,
1 296.502,
1 301.690,
1 303.545,
1 305.762,
,
1 334.235,
1 347.976,
1 354.223,
1 364.328,
1 371.014,
,
1 373.353,
1 377.415,
1 377.613,
1 389.049,
1 389.206,
,
1 390.587,
1 394.207,
1 399.999,
1 401.093,
1 405.004,
,
1 406.580,
1 411.236,
1 420.930,
1 426.293,
1 444.120,
,
1 458.280,
1 477.437,
1 481.698,
1 492.941,
1 501.479,
,
1 522.157,
1 532.108,
1 557.979,
1 561.137,
1 562.894,
,
1 586.656,
1 588.209,
1 588.325,
1 658.739,
1 673.926,
,
1 707.231,
1 723.322,
1 728.982,
1 729.703,
1 779.15,
,
1 781.10,
1 783.39,
1 843.14,
1 845.24,
1 863.08,
,
1 863.92,
1 894.46,
1 895.33,
1 984.14,
1 984.96,
