Wavelength,Flux,BestFit,SkyFlux
4190.830,94.008,94.751,8.479
4191.795,96.487,94.769,8.318
4192.760,95.635,96.983,8.560
4193.725,96.362,98.362,8.660
4194.691,93.584,98.699,8.936
4195.657,96.050,99.284,8.309
4196.623,100.756,100.546,7.919
4197.590,99.605,100.643,7.708
4198.556,94.050,98.648,7.199
4199.523,96.229,96.830,6.959
4200.490,95.706,95.235,7.126
4201.458,92.328,93.563,7.530
4202.425,91.193,92.735,7.532
4203.393,93.862,94.169,7.620
4204.361,95.632,95.128,7.356
4205.329,94.323,95.094,7.472
4206.298,93.249,95.251,7.798
4207.266,96.827,95.894,8.095
4208.235,98.130,96.451,8.577
4209.204,95.437,96.950,8.702
4210.174,98.667,97.614,8.436
4211.143,99.962,98.290,8.062
4212.113,95.778,98.569,7.880
4213.083,96.227,98.504,8.175
4214.053,98.651,98.743,8.324
4215.023,97.107,99.851,7.989
4215.994,95.855,100.724,7.684
4216.965,101.285,100.271,7.928
4217.936,96.666,98.223,7.998
4218.907,94.234,95.674,7.890
4219.879,94.112,94.595,7.747
4220.851,92.810,95.967,7.856
4221.823,95.140,97.257,8.012
4222.795,95.962,97.931,7.795
4223.767,98.163,98.561,7.801
4224.740,96.717,99.051,7.437
4225.713,94.404,98.641,7.108
4226.686,95.311,97.001,6.571
4227.659,96.532,94.263,6.039
4228.633,94.042,90.060,6.397
4229.607,88.842,86.087,6.732
4230.581,87.833,85.497,7.157
4231.555,90.753,89.970,7.398
4232.530,93.503,96.181,7.806
4233.504,95.126,99.347,7.820
4234.479,98.587,100.094,7.589
4235.454,95.521,98.834,7.617
4236.430,95.357,96.625,7.370
4237.405,94.015,95.147,7.253
4238.381,90.894,94.906,7.092
4239.357,96.326,94.311,7.212
4240.333,92.471,94.204,7.237
4241.310,93.086,94.255,7.289
4242.287,96.904,94.109,7.119
4243.263,99.081,94.335,7.406
4244.241,98.476,95.905,7.414
4245.218,97.867,97.171,7.611
4246.196,97.853,97.588,8.680
4247.173,95.419,97.876,9.401
4248.152,95.847,97.807,9.519
4249.130,97.226,96.408,9.179
4250.108,96.013,94.093,8.403
4251.087,94.103,93.351,7.970
4252.066,92.776,93.731,7.879
4253.045,91.628,93.887,8.191
4254.025,90.088,94.146,8.436
4255.004,91.380,95.748,7.912
4255.984,95.103,97.983,7.930
4256.964,95.294,97.833,8.179
4257.945,95.667,96.880,8.188
4258.925,96.119,96.990,8.163
4259.906,95.934,98.022,7.873
4260.887,96.771,98.266,7.500
4261.868,96.998,96.486,7.078
4262.849,92.158,93.658,7.031
4263.831,90.810,91.927,7.657
4264.813,93.837,92.856,8.116
4265.795,95.212,95.799,8.371
4266.778,96.607,98.494,8.377
4267.760,99.321,99.422,7.956
4268.743,98.996,99.620,7.938
4269.726,99.494,99.070,7.752
4270.709,95.750,97.882,7.455
4271.693,94.523,96.717,7.041
4272.676,95.081,95.907,6.741
4273.660,92.846,94.272,6.759
4274.644,89.514,91.311,6.823
4275.629,93.032,90.467,7.112
4276.613,89.793,91.532,7.464
4277.598,92.848,92.768,7.730
4278.583,97.001,93.637,7.988
4279.569,95.643,95.697,7.802
4280.554,97.897,97.927,7.701
4281.540,98.568,98.648,7.556
4282.526,94.281,97.938,7.448
4283.512,95.920,96.711,7.660
4284.499,97.026,95.723,7.565
4285.485,92.444,95.046,7.659
4286.472,92.109,94.828,7.311
4287.459,91.054,95.075,7.234
4288.447,93.740,94.847,7.136
4289.434,95.455,93.891,6.853
4290.422,94.340,92.643,6.665
4291.410,92.723,90.947,6.687
4292.398,91.656,88.040,7.319
4293.387,85.735,86.247,7.675
4294.375,90.287,87.408,7.560
4295.364,93.885,90.734,7.821
4296.353,94.295,93.427,7.694
4297.343,94.147,93.500,7.081
4298.332,91.930,92.790,7.028
4299.322,94.584,92.160,6.591
4300.312,94.261,90.894,5.931
4301.303,90.714,88.329,5.635
4302.293,88.551,84.778,5.580
4303.284,88.222,81.815,5.852
4304.275,84.757,81.469,5.816
4305.266,83.034,81.993,5.947
