waveLength,energyDensity
,
1 863.642506,
1 863.667279,
1 863.667625,
1 863.673126,
1 863.673181,
,
1 863.685616,
1 863.685740,
1 863.687267,
1 863.687293,
1 863.694764,
,
1 863.694829,
1 863.695265,
1 863.700289,
1 863.707319,
1 863.707324,
,
1 863.707786,
1 863.710688,
1 863.710737,
1 863.736783,
1 863.742648,
,
1 868.525961,
1 868.526838,
1 868.528669,500*
1 868.529546,500*
1 868.531678,500*
,
1 868.534172,500*
1 868.535049,500*
1 868.544983,
1 869.721286,200
1 869.723998,
,
1 869.729508,
1 892.222949,
1 906.304123,
1 906.307393,
1 906.347498,
,
1 908.935865,100
1 909.655524,
1 939.355618,
1 940.614243,
1 940.614696,
,
1 940.614865,
1 940.615271,
1 940.615318,
1 940.615499,
1 940.615951,
,
1 940.622295,
1 941.358443,
1 941.359699,
1 943.354373,
1 943.354530,
,
1 943.355017,
1 943.357070,
1 943.357227,
1 943.357459,
1 943.357714,
,
1 943.360482,
1 943.363255,
1 943.363412,
1 943.363899,
1 943.670731,
,
1 943.679616,
1 943.788522,
1 943.788583,
1 943.791281,
1 943.793607,
,
1 943.794477,
1 943.797408,
1 943.797469,
1 945.425299,
1 951.741507,
,
1 951.741555,
1 951.741965,
1 951.743579,
1 951.748612,
1 951.749022,
,
1 954.283830,
1 954.309092,20
1 954.311569,
1 954.312529,
1 954.325979,
,
1 954.329416,
1 955.615768,
1 955.619209,
1 959.226457,
1 982.856752,
